ID,Outlet,Funding,State,Community,Website,Features
"2,197.00",Grice Connect,Independent,Georgia,Statesboro and Bulloch County,https://www.griceconnect.com/,
"2,873.07",The Talbotton New Era ,Nonprofit,Georgia,Talbot County,https://talbottonneweraga.lcp-news.com/about,Print only
"2,873.02",Times Journal Post,Nonprofit,Georgia,"Twiggs, Bleckly, & Wilkinson Counties",https://timesjournalpost.com/news/,
"2,778.00",NotiVisión Georgia,Independent,Georgia,Warner Robins,https://notivisiongeorgia.com/,Spanish / Latina Owned and Led
"2,316.02",Pasquines,Nonprofit,Guam and Northern Mariana Islands,-,https://pasquines.us/,U.S. Territories
"1,803.00",Marianas Variety,Independent,Guam and Northern Mariana Islands,-,https://www.mvariety.com/news/,
"1,802.00",Saipan Tribune,Independent,Guam and Northern Mariana Islands,-,https://www.saipantribune.com/,
294.00,Pacific Daily News,Independent,Guam and Northern Mariana Islands,Hagatna,https://www.guampdn.com/,
"2,779.00",The Triton's Call,College-based,Guam and Northern Mariana Islands,Mangilao,https://tritonscall.substack.com/,
"1,750.00",Guam Post,Independent,Guam and Northern Mariana Islands,Tamuning,https://www.postguam.com/,
30.00,Honolulu Civil Beat,Nonprofit,Hawaii,-,https://www.civilbeat.org/,Solutions Journalism / INN Member
"2,553.00",Ka Wai Ola,Native,Hawaii,-,https://kawaiola.news/about/,Native Hawaiian
"3,017.00",Overstory,Nonprofit,Hawaii,-,https://overstoryhawaii.org/,Solutions Journalism
"2,189.42",Public News Service - Hawaii,Other,Hawaii,-,https://www.publicnewsservice.org/state-hawaii/HI,Public News Service
"2,077.11",Center Square Hawaii,Nonprofit,Hawaii,--,https://www.thecentersquare.com/Hawaii/,taxpayer sensibility
"2,748.00",Big Island Now,Independent,Hawaii,Big Island,https://bigislandnow.com/about/,
"2,749.00",Kaʻū calendar,Independent,Hawaii,Hawai'i County,https://kaunewsbriefs.blogspot.com/,
"1,677.00",Honolulu Herald,Independent,Hawaii,Honolulu,https://www.thehonoluluherald.com/,
295.00,Maui Daily,Nonprofit,Hawaii,Maui,https://www.akaku.org/,"civic engagement, value free speech and creative expression"
"1,662.00",Maui Times,Independent,Hawaii,Maui,https://mauitimes.news/,
306.00,Idaho Capital Sun,Nonprofit,Idaho,-,https://idahocapitalsun.com/,
797.00,Idaho Education News,Nonprofit,Idaho,-,https://www.idahoednews.org/,Education
"3,220.00",InvestigateWest,Nonprofit,Idaho,-,https://www.invw.org/,Investigative Journalism
"2,189.09",Public News Service - Idado,Other,Idaho,-,https://www.publicnewsservice.org/state-idaho/ID,Public News Service
554.01,The Spokesman-Review,Independent,Idaho,-,https://www.spokesman.com/,
307.05,Eye on Boise,Large Chain,Idaho,-,https://www.idahopress.com/eyeonboise/,
"1,663.40",Farm & Ranch,Large Chain,Idaho,-,https://www.postregister.com/farmandranch/,
307.00,Idaho Press,Large Chain,Idaho,-,https://www.idahopress.com/,
305.00,Idaho State Journal,Large Chain,Idaho,-,https://www.idahostatejournal.com/,
94.00,Idaho Statesman,Large Chain,Idaho,-,https://www.idahostatesman.com/,
"1,663.00",Post Register,Large Chain,Idaho,-,https://www.postregister.com/,
"1,053.01",Investigate West,Nonprofit,Idaho,- Pacific Northwest,https://www.investigatewest.org/pnw/NewsletterSubscription/Page,"Environment, Government, Public Health"
"2,077.12",Center Square Idaho,Nonprofit,Idaho,--,https://www.thecentersquare.com/Idaho/,taxpayer sensibility
"1,663.30",Bingham News Chronicle,Large Chain,Idaho,Bingham,https://www.postregister.com/chronicle/,
"1,847.00",Boise Dev,Independent,Idaho,Boise,https://boisedev.com/,
307.01,Boise Weekly,Large Chain,Idaho,Boise,https://www.idahopress.com/boiseweekly/,
"2,286.00",Bonner County Bee,Independent,Idaho,Bonner County,https://bonnercountydailybee.com/,
"1,663.10",Challis Messinger,Large Chain,Idaho,Challis,https://www.postregister.com/messenger/,
"2,604.05",Coeur D'Alene Press,Independent,Idaho,Coeur D'Alene,https://cdapress.com/news/local-news/,
307.04,Emmett Messinger Index,Large Chain,Idaho,Emmett,https://www.idahopress.com/emmett/,
"3,041.00",Sho-Ban News,Native,Idaho,Indian Country,http://shobannews.com/,Shoshone
"1,663.20",Jefferson Star,Large Chain,Idaho,Jefferson,https://www.postregister.com/star/,
"2,284.00",Lewiston Morning Tribune,Independent,Idaho,Lewiston,https://www.lmtribune.com/,
"2,307.13",The Star-News,Independent,Idaho,McCall,https://www.mccallstarnews.com/,
307.03,Meriden Press,Large Chain,Idaho,Meriden,https://www.idahopress.com/meridian-kuna/,
"2,285.00",Moscow-Pullman Daily News,Independent,Idaho,Moscow/Pullman,https://www.dnews.com/,
"2,614.00",Sandpoint Reader,Independent,Idaho,Sandpoint,https://sandpointreader.com/about-us/,
311.00,Capitol News Illinois,Nonprofit,Illinois,-,https://capitolnewsillinois.com/,
"2,466.00",Illinois Answers Project,Nonprofit,Illinois,-,https://illinoisanswers.org/about/,investigative and solutions-focused journalism
122.10,Investigate Midwest,Nonprofit,Illinois,-,https://investigatemidwest.org/,
"1,902.04",Pro Publica - Midwest,Nonprofit,Illinois,-,https://www.propublica.org/midwest/,
"2,189.10",Public News Service - Illinois,Other,Illinois,-,https://www.publicnewsservice.org/state-illinois/IL,Public News Service
"2,598.00",Illinois Eagle,Independent,Illinois,-,https://illinoiseagle.com/,LGBTQ+
"1,693.60",Illinois Latino News,Independent,Illinois,-,https://illatinonews.com/,Latino
"1,709.00",Reflejos,Independent,Illinois,-,https://reflejos.com/,Spanish & English
"2,077.13",Center Square Illinois,Nonprofit,Illinois,--,https://www.thecentersquare.com/Illinois/,taxpayer sensibility
318.00,The Daily Herald,Independent,Illinois,Arlington Heights,https://www.dailyherald.com/,Worker-Owned
798.00,AustinTalks,Nonprofit,Illinois,Austin (Chicago),http://austintalks.org/,
"2,487.01",Bureau County Republican,Independent,Illinois,Bureau County,https://www.shawlocal.com/bureau-county-republican/news/,
"2,307.14",Cass County Star-Gazette,Independent,Illinois,Cass County,https://www.beardstownnewspapers.com/,
"3,558.00",Daily Illini,College-based,Illinois,Champlain-Urbana,https://dailyillini.com/news-stories/,University of Illinois
"2,151.00",Better Government Association,Nonprofit,Illinois,Chicago,https://www.bettergov.org/,
4.00,Block Club Chicago,Nonprofit,Illinois,Chicago,https://blockclubchicago.org/,Inst. for Nonprofit News (INN) member
310.00,Borderless Magazine NFP,Nonprofit,Illinois,Chicago,https://borderlessmag.org/,Spanish & English
"1,069.02",Chalkbeat - Chicago,Nonprofit,Illinois,Chicago,https://www.chalkbeat.org/chicago/,Education
312.00,CHANGE Illinois,Nonprofit,Illinois,Chicago,https://www.changeil.org/,
95.00,Chicago Reader,Nonprofit,Illinois,Chicago,https://chicagoreader.com/,Solutions Journalism / INN Member
799.00,Chicago Reporter,Nonprofit,Illinois,Chicago,https://www.chicagoreporter.com/,
53.00,Chicago Sun-Times,Nonprofit,Illinois,Chicago,https://chicago.suntimes.com/editorials,
31.00,City Bureau,Nonprofit,Illinois,Chicago,https://www.citybureau.org/news,"media that is impactful, equitable and responsive to the public"
"3,059.12",DN: Chicago,Nonprofit,Illinois,Chicago,https://chicago.documenters.org/,Documenting local government
96.00,Injustice Watch,Nonprofit,Illinois,Chicago,https://www.injusticewatch.org/news/,Inst. for Nonprofit News (INN) member
700.00,Invisible Institute,Nonprofit,Illinois,Chicago,https://invisible.institute/,In depth Investigative journalism / Inst. for Nonprofit News (INN) member
"2,267.11",Next City: Chicago,Nonprofit,Illinois,Chicago,https://nextcity.org/Chicago,Solutions Journalism
"2,511.00",Redline News,Nonprofit,Illinois,Chicago,https://redlineproject.news/,"U. of Illinois, Chicago / News and urban issues"
124.00,South Side Weekly,Nonprofit,Illinois,Chicago,https://southsideweekly.com/,"English, Some Spanish / Inst. for Nonprofit News (INN) member"
"2,315.04",Streetsblog - Chicago,Nonprofit,Illinois,Chicago,https://chi.streetsblog.org/,sustainable transportation
"1,849.00",Chicago Leader,Other,Illinois,Chicago,https://chicagoleader.com/,Black voice
915.00,Chicago Crusader,Independent,Illinois,Chicago,https://chicagocrusader.com/category/news/chicago-local-news/,Black-owned
313.00,Chicago Defender,Independent,Illinois,Chicago,https://chicagodefender.com/,Black-owned
"1,463.00",Chicago News Weekly,Independent,Illinois,Chicago,https://www.cnwmedia.com/,Black voice
"1,152.00",La Raza,Independent,Illinois,Chicago,https://laraza.com/,Spanish
916.00,Muslim Journal,Independent,Illinois,Chicago,http://www.muslimjournal.net/,Black-owned
"1,708.00",Negocios Now,Independent,Illinois,Chicago,https://negociosnow.com/,Spanish & English
"3,428.03",News India Times (Chicago),Independent,Illinois,Chicago,https://newsindiatimes.com/category/community/chicago/,
"1,258.00",Rebellious Magazine for Women,Independent,Illinois,Chicago,https://rebelliousmagazine.com,Black-owned / Feminists
"1,783.00",Reklama Media,Independent,Illinois,Chicago,https://thereklama.com/,"Russian / Russian,Ukrainian"
"1,017.00",The TRiiBE,Independent,Illinois,Chicago,https://thetriibe.com/,Black-owned
"1,455.00",Weekly Citizen,Independent,Illinois,Chicago,https://citizennewspapergroup.com/news/local-news/,Black-owned
"3,781.00",Chicago Tribune,Large Chain,Illinois,Chicago,https://www.chicagotribune.com/,
"2,726.00",McKinley Park News,Independent,Illinois,Chicago (McKinley Park),https://mckinleypark.news/,
"3,190.00",Chicago Southsider,Independent,Illinois,Chicago (South Side),https://chicagosouthsider.com/,
"2,222.00",Windy City Times,Independent,Illinois,Chicago area,https://windycitytimes.com/gaynewsarticles.php?k=Local,LGBTQ+
54.00,Cicero Independiente,Nonprofit,Illinois,Cicero,https://www.ciceroindependiente.com/,Spanish & English / INN Member
"1,399.00",N'Digo,Independent,Illinois,Cook County,https://ndigo.com/,Black-owned
"2,487.06",Daily Chronicle,Independent,Illinois,DeKalb County,https://www.shawlocal.com/daily-chronicle/,
"2,487.07",My Suburban Life,Independent,Illinois,DuPage/Cook County,https://www.shawlocal.com/my-suburban-life/,
699.00,Evanston RoundTable,Nonprofit,Illinois,Evanston,https://evanstonroundtable.com/,Inst. for Nonprofit News (INN) member
"2,566.00",Daily Northwestern,College-based,Illinois,Evanston,https://dailynorthwestern.com/,Northwestern and Evanston's Only Daily News Source
"3,608.00",Daily Northwestern,College-based,Illinois,Evanston,https://dailynorthwestern.com/,Northwestern University
"2,546.00",Evanston Now,Independent,Illinois,Evanston,https://evanstonnow.com/about-evanston-now/,
123.00,Homewood-Flossmoor Chronicle,Independent,Illinois,Flossmoor,https://hfchronicle.com,
696.01,Forest Park Review,Nonprofit,Illinois,Forest Park,https://www.forestparkreview.com/,
"2,487.05",The Herald-News,Independent,Illinois,Grundy County,https://www.shawlocal.com/the-herald-news/,
"1,854.00",Harvey World Herald,Independent,Illinois,Harvey,https://harveyworld.org/,Black-owned
"2,631.04",Galena Gazette,Independent,Illinois,Jo Daviess County,https://www.galenagazette.com/,
919.00,The Times Weekly,Independent,Illinois,Joliet,https://thetimesweekly.com/,Black-owned
"2,487.08",Kane County Chronicle,Independent,Illinois,Kane County,https://www.shawlocal.com/kane-county-chronicle/,
"2,487.04",Kankakee County Daily Journal,Independent,Illinois,Kankakee County,https://online.daily-journal.com/html5/reader/production/default.aspx?pubname=&pubid=5e1236c0-e2c8-41ee-963c-a8c276182c4e,
"2,487.09",Kendall County Now,Independent,Illinois,Kendall County,https://www.shawlocal.com/kendall-county-now/,
"2,783.00",The Kewanee Voice,Nonprofit,Illinois,Kewanee,https://www.kewaneevoice.com,
"2,051.00",Two Roads E-Zine,Nonprofit,Illinois,Kewanee,https://idoc.illinois.gov/news/tworoadse-zine.html,Prison re-entry zine
"2,487.10",Lake County Journal,Independent,Illinois,Lake County,https://www.shawlocal.com/lake-county-journal/,
"3,403.00",Lansing Journal,Nonprofit,Illinois,Lansing,https://thelansingjournal.org/2018/09/05/a-newspaper-for-all-of-lansing/,
"2,436.00",Lansing Journal,Independent,Illinois,Lansing,https://thelansingjournal.com/,
"2,916.00",The Telegraph,Large Chain,Illinois,Madison County,https://www.thetelegraph.com/,Won Best Small Web Site from Editor & Publisher
"2,487.11",Northwest Herald,Independent,Illinois,McHenry County,https://www.shawlocal.com/ogle-county/,
696.05,Austin Weekly News,Nonprofit,Illinois,Oak Park,https://www.austinweeklynews.com/,Inst. for Nonprofit News (INN) member
696.04,Village Free Press,Nonprofit,Illinois,Proviso Township,https://www.vfpress.news/,
696.03,Wednesday Journal of Oak Park and River Forest,Nonprofit,Illinois,River Forest,https://www.oakpark.com/,
696.02,Riverside/Brookfield Landmark,Nonprofit,Illinois,Riverside,https://www.rblandmark.com/,
"2,487.12",Herald News,Independent,Illinois,Will County,https://www.shawlocal.com/the-herald-news/,
702.00,The Record North Shore,Nonprofit,Illinois,"Wilmette, North Shore",https://www.therecordnorthshore.org/,Inst. for Nonprofit News (INN) member
"3,014.00",Rockton-Roscoe News,Independent,Illinois,Winnebago County,https://roscoenews.com/,
"1,845.00",The Woodstock Independent,Independent,Illinois,Woodstock,https://www.thewoodstockindependent.com/,
"1,069.03",Chalkbeat - Indiana,Nonprofit,Indiana,-,https://www.chalkbeat.org/indiana/,Education
320.00,Indiana Capital Chronicle,Nonprofit,Indiana,-,https://indianacapitalchronicle.com/,
"1,886.00",Indiana Citizen,Nonprofit,Indiana,-,https://indianacitizen.org/,Spanish & English
"1,889.00",The Statehouse File,Nonprofit,Indiana,-,https://www.thestatehousefile.com/,Pulliam School of Journalism
"2,208.00",Indy Politics,Other,Indiana,-,https://indypolitics.org/,
"2,786.00",Michael I. Arnolt Center for Investigative Journalism,College-based,Indiana,-,https://arnoltcenter.org/work/,Member INN
"2,189.11",Public News Service - Indiana,Other,Indiana,-,https://www.publicnewsservice.org/state-indiana/IN,Public News Service
"3,062.02",State Affairs - Indiana,Independent,Indiana,-,https://pro.stateaffairs.com/in,
"2,077.14",Center Square Indiana,Nonprofit,Indiana,--,https://www.thecentersquare.com/Indiana/,taxpayer sensibility
55.00,Limestone Post Magazine,Nonprofit,Indiana,Bloomington,https://limestonepostmagazine.com,Inst. for Nonprofit News (INN) member
"2,485.00",Indiana Daily Student,College-based,Indiana,Bloomington,https://www.idsnews.com/,Student run
"2,957.08",The Churubusco News,Large Chain,Indiana,"Churubusco, Whitley County",https://www.inwhitleycounty.com/churubusconews/,
"2,372.00",News and Tribune,Independent,Indiana,Clark and Floyd Counties,https://www.newsandtribune.com/site/about-us.html,
"2,957.06",The Star,Large Chain,Indiana,DeKalb County,https://www.kpcnews.com/thestar/,
802.00,"¿Qué Pasa, Midwest?",Nonprofit,Indiana,Evansville,https://quepasapodcast.com,Spanish & English
"1,958.00",El Mexicano,Other,Indiana,Fort Wayne,https://elmexicanonews.com/,Spanish
"1,330.00",Fort Wayne Ink Spot,Independent,Indiana,Fort Wayne,https://www.fwinkspot.com/,Black-owned
"2,261.07",Input Fort Wayne,Independent,Indiana,Fort Wayne,https://www.inputfortwayne.com/,Solutions Journalism
"2,957.07",The Garrett Clipper,Large Chain,Indiana,"Garrett, DeKalb County",https://www.kpcnews.com/garrettclipper/,
"1,013.01",Capital B: Gary,Nonprofit,Indiana,Gary,https://gary.capitalbnews.org/,New (2023)
"3,059.08",Gary Documenters,Nonprofit,Indiana,Gary,https://gary-in.documenters.org/about/,Documenters Network
918.00,The Gary Crusader,Independent,Indiana,Gary,https://chicagocrusader.com/category/gary-local-news/,Black-owned
"2,957.10",The Northwest News,Large Chain,Indiana,"Huntertown, Allen County",https://www.kpcnews.com/northwestnews/,
"3,059.23",DN: Indianapolis,Nonprofit,Indiana,Indianapolis,https://indianapolis-in.documenters.org/,Documenting local government
"2,394.00",Mirror Indy,Nonprofit,Indiana,Indianapolis,https://mirrorindy.org/about/,democratized storytelling ignites action.
171.00,Indianapolis Recorder,Independent,Indiana,Indianapolis,https://indianapolisrecorder.com/,Black-owned
"1,961.00","Based in Lafayette, IN",Other,Indiana,Lafayette,https://www.basedinlafayette.com/archive,Substack
"2,307.16",The Call-Leader,Independent,Indiana,Madison County,https://www.elwoodcall-leader.com/,
"2,262.00",Muncie Voice,Independent,Indiana,Muncie,https://muncievoice.com,
"2,957.09",The Albion New Era,Large Chain,Indiana,Noble County,https://www.kpcnews.com/albionnewera/,
"2,957.04",The News Sun,Large Chain,Indiana,"Noble, LaGrange County",https://www.kpcnews.com/newssun/,
322.00,Parke County Sentinel,Independent,Indiana,Parke County,https://www.parkecountysentinel.com/,
"3,083.00",Ferdinand News and Spencer County Leader,Independent,Indiana,Spencer County,https://www.ferdinandnews.com/,
"2,957.05",The Herald Republican,Large Chain,Indiana,Steuben County,https://www.kpcnews.com/heraldrepublican/,
"2,307.15",Tipton County Tribune,Independent,Indiana,Tipton County,https://www.tiptoncountytribune.com/,
"2,371.00",Western Wayne News,Independent,Indiana,Wayne County,https://westernwaynenews.com/about/,
122.00,Investigate Midwest,Nonprofit,Iowa,-,https://investigatemidwest.org/,
299.00,Iowa Capital Dispatch,Nonprofit,Iowa,-,https://iowacapitaldispatch.com/,
"2,189.12",Public News Service - Iowa,Other,Iowa,-,https://www.publicnewsservice.org/state-iowa/IA,Public News Service
"1,283.00",Black Iowa News,Independent,Iowa,-,https://blackiowanews.com,Black-owned
"3,332.00",Bleeding Heartland,Independent,Iowa,-,https://www.bleedingheartland.com/about/,"Iowa Politics, Commentary and some News"
"2,077.15",Center Square Iowa,Nonprofit,Iowa,--,https://www.thecentersquare.com/Iowa/,taxpayer sensibility
"2,487.02",Adair County Free Press / Creston News Advertiser,Independent,Iowa,Adair County,https://www.crestonnews.com/adair-county-free-press/,
"1,966.00",Calhoun County Phoenix,Other,Iowa,Calhoun County,https://calhouncountyphoenix.com,
297.00,Carroll Times Herald,Independent,Iowa,Carroll,https://www.carrollspaper.com/,
303.00,The Cedar Rapids Gazette,Independent,Iowa,Cedar Rapids,https://www.thegazette.com/,
"2,487.03",Osceola Sentinel-Tribune,Independent,Iowa,Clarke County,https://www.osceolaiowa.com/,
300.01,Denison Free Press,Independent,Iowa,Crawford County,https://www.denisonfreepress.com,
"3,198.00",Decorah News,Independent,Iowa,Decorah,https://decorahnews.com/,
300.00,La Prensa Iowa,Independent,Iowa,Denison,https://www.laprensaiowa.com,Spanish
"2,307.18",Hamburg Reporter,Independent,Iowa,Hamburg,https://www.hamburgreporter.com/,
"1,848.00",Independent Advocate,Independent,Iowa,Indianola,https://www.indianola-ia.com/,
"3,603.00",Daily Iowan,College-based,Iowa,Iowa City,https://dailyiowan.com/,University of Iowa
301.00,Little Village,Independent,Iowa,Iowa City,https://littlevillagemag.com/,
302.00,Spencer Daily Reporter,Independent,Iowa,Spencer,https://www.spencerdailyreporter.com/,
"1,106.00",Storm Lake Times,Independent,Iowa,Storm Lake,https://www.stormlake.com/,
"3,067.00",Sioux City Journal,Large Chain,Iowa,Woodbury and Plymouth Counties,https://siouxcityjournal.com/,
"1,018.00",Kansas News Service,Nonprofit,Kansas,-,https://www.kmuw.org/kansasnewsservice,
325.00,Kansas Reflector,Nonprofit,Kansas,-,https://kansasreflector.com/,
"2,043.00",The Journal (Kansas Leadership Center),Nonprofit,Kansas,-,https://klcjournal.com/,
"2,380.00",Hawver's Capital Report,Independent,Kansas,-,https://stateaffairs.com/pro/Kansas/,
"2,964.01",Hastings Tribune,Independent,Kansas,"- Tribland, North Central Kansas",https://www.hastingstribune.com/,
"2,077.16",Center Square Kansas,Nonprofit,Kansas,--,https://www.thecentersquare.com/Kansas/,taxpayer sensibility
"2,313.00",Iola Register,Independent,Kansas,Allen County,https://www.iolaregister.com/,
"2,379.00",Great Ben Tribune,Independent,Kansas,"Barton and Pawnee Counties,",https://www.gbtribune.com/news/,
"2,307.25",Dodge City Daily Globe,Independent,Kansas,Dodge City,https://www.dodgeglobe.com/,
"2,307.22",Butler Co Times-Gazette,Independent,Kansas,El Dorado,https://www.butlercountytimesgazette.com/,
"2,314.00",Emporia Gazette,Independent,Kansas,Emporia,https://www.emporiagazette.com/news/,
"2,293.00",Eudora Times,Nonprofit,Kansas,Eudora,https://www.eudoratimes.newsnirvana.com/,"U. of Kansas, White School of Journalism"
"2,307.27",Garden City Telegram,Independent,Kansas,Garden City,https://www.gctelegram.com/,
"2,307.19",Gardner News,Independent,Kansas,Gardner,https://www.gardnernews.com/,
"2,307.29",Hays Daily News,Independent,Kansas,Hays,https://www.hdnews.net/,
"2,312.03",Hillsboro Star Journal,Independent,Kansas,Hillsboro,https://starj.com/,
"2,344.00",Johnson County Post,Independent,Kansas,Johnson County,https://johnsoncountypost.com/,
8.00,The Kansas City Beacon,Nonprofit,Kansas,Kansas City,https://thebeaconnews.org/,
"3,105.00",Dos Mundos,Independent,Kansas,Kansas City,https://dosmundos.com/,Spanish & English
"3,104.00",KC Hispanic News,Independent,Kansas,Kansas City,https://www.kchispanicnews.com/,Spanish & English
"1,817.00",The Community Voice (KS),Independent,Kansas,Kansas City / Wichita,https://www.communityvoiceks.com/,Black-owned
"2,055.00",Lawrence Times,Independent,Kansas,Lawrence,https://lawrencekstimes.com/,
"2,307.24",The Leavenworth Times,Independent,Kansas,Leavenworth,https://www.leavenworthtimes.com/,
"2,056.00",Linn County Journal,Independent,Kansas,Linn County,https://www.linncountyjournal.com/,
"2,312.01",Marion County Record,Independent,Kansas,Marion County,https://marionrecord.com/,
"2,307.23",McPherson Sentinel,Independent,Kansas,McPherson,https://www.mcphersonsentinel.com/,
323.00,Harvey County Now,Independent,Kansas,Newton,https://harveycountynow.com/,
"2,307.26",Newton Kansan,Independent,Kansas,Newton,https://www.thekansan.com/,
"2,307.30",Ottawa Herald,Independent,Kansas,Ottawa,https://www.ottawaherald.com/,
"2,312.02",Peabody Gazette Bulletin,Independent,Kansas,Peabody,https://peabodykansas.com/,
"2,307.32",Tri-City Tribune,Independent,Kansas,"Pratt, Kiowa and Stafford Counties",https://www.tricountytribune.news/,
"3,594.00",Sentinel-Times,Independent,Kansas,Rooks County,https://www.sentinel-times.com/contact,
"2,041.00",The Active Age,Nonprofit,Kansas,"Sedgwick, Butler, and Harvey Counties",https://theactiveage.com/,Over 55
"2,307.31",Wellington Daily News,Independent,Kansas,Wellington,https://www.wellingtondailynews.com/,
"3,059.31",DN: Wichita,Nonprofit,Kansas,Wichita,https://wichita-ks.documenters.org/meetings/,Documenting local government
"2,266.00",The Sunflower,Nonprofit,Kansas,Wichita,https://thesunflower.com/,Wichita State University
327.00,Wichita Journalism Collaborative,Other,Kansas,Wichita,https://wichitajournalism.org/,Collaborative
"1,792.00",Planeta Venus,Independent,Kansas,Wichita,https://www.planetavenus.online/,Spanish / Latino
654.00,The Wichita Eagle,Large Chain,Kansas,Wichita,https://www.kansas.com/,
44.00,100 Days in Appalachia,Nonprofit,Kentucky,-,https://www.100daysinappalachia.com/,Rural
333.00,Kentucky Lantern,Nonprofit,Kentucky,-,https://kentuckylantern.com/,
"2,458.00",Queer Kentucky,Nonprofit,Kentucky,-,https://queerkentucky.com/articles/,celebrate the lives of LGBTQ+ people in the great Bluegrass State.
"2,189.13",Public News Service - Kentucky,Other,Kentucky,-,https://www.publicnewsservice.org/state-kentucky/KY,Public News Service
"2,567.00",Forward Kentucky,Independent,Kentucky,-,https://forwardky.com/about/,Progressive / Democratic
"2,077.17",Center Square Kentucky,Nonprofit,Kentucky,--,https://www.thecentersquare.com/Kentucky/,taxpayer sensibility
"2,908.00",Daily Independent (KY),Independent,Kentucky,Ashland,https://www.dailyindependent.com/,
340.05,The Kentucky Standard,Independent,Kentucky,Bardstown,https://www.kystandard.com/,
"2,902.00",Clinton County Daily News,Independent,Kentucky,Clinton County,https://clintoncountydailynews.com/,
332.00,Hoptown Chronicle,Nonprofit,Kentucky,Hopkinsville,https://hoptownchronicle.org/,Inst. for Nonprofit News (INN) member
340.02,Larue County Herald News,Independent,Kentucky,Larue County,https://www.pmg-ky2.com/larue/,
334.00,Lexington Herald-Leader/CivicLex,Nonprofit,Kentucky,Lexington,https://www.civiclex.org/,
125.00,Kentucky Center for Investigative Reporting,Nonprofit,Kentucky,Louisville,https://www.facebook.com/kentuckycir/,
56.00,Louisville Public Media,Nonprofit,Kentucky,Louisville,https://www.lpm.org/,
328.00,Al Dia en America LLC,Independent,Kentucky,Louisville,https://www.aldiaenamerica.com/,Spanish
"1,392.00",Louisville Defender,Independent,Kentucky,Louisville,https://www.facebook.com/louisvilledefender/,Black-owned
340.01,Lebanon Enterprise,Independent,Kentucky,Marion County,https://www.pmg-ky2.com/lebanon/,
336.00,Northern Kentucky Tribune,Nonprofit,Kentucky,Northern Kentucky,https://www.nkytribune.com/,Inst. for Nonprofit News (INN) member
"2,261.08",NKY Thrives,Independent,Kentucky,"Northern Kentucky, Cincinnati area",https://www.nkythrives.com/,Solutions Journalism
340.04,Messenger-Inquirer,Independent,Kentucky,Owensboro,https://www.messenger-inquirer.com/,
340.07,The Paducah Sun,Independent,Kentucky,Peducah,https://www.paducahsun.com/,
"3,007.00",Appalachian News-Express,Independent,Kentucky,Pike County,https://www.news-expressky.com/news/,
340.03,Springfield Sun,Independent,Kentucky,Springfield,https://www.pmg-ky2.com/springfield/,
339.00,The Evening Leader,Independent,Kentucky,St. Marys,https://www.theeveningleader.com/,
341.00,Lousiana Illuminator,Nonprofit,Louisiana,-,https://lailluminator.com/,
"2,235.00",LSU Manship School Statehouse Bureau,Nonprofit,Louisiana,-,https://manshipxgr.org/,Lousiana State University
"2,077.18",Center Square Louisiana,Nonprofit,Louisiana,--,https://www.thecentersquare.com/Louisiana/,taxpayer sensibility
343.30,Acadiana Advocate,Other,Louisiana,Acadiana,https://www.theadvocate.com/acadiana/,
343.40,Advocate (Baton Rouge),Other,Louisiana,Baton Rouge,https://www.theadvocate.com/baton_rouge/,
"3,582.04",The Food Scene - Baton Rouge,Independent,Louisiana,Baton Rouge,https://thefoodsection.com/category/geography/?_city_edition=baton-rouge,Covering food and drink across the American South as though it matters
"1,456.00",Weekly Press,Independent,Louisiana,Baton Rouge,https://www.brweeklypress.com/,Black-owned
340.12,Daily Star,Independent,Louisiana,Hammond,https://www.hammondstar.com/,
98.00,The Current (LA),Nonprofit,Louisiana,Lafayette,https://thecurrentla.com/,Inst. for Nonprofit News (INN) member
"2,791.00",The Jena Times,Independent,Louisiana,LaSalle Parish,https://www.thejenatimes.net,
"1,397.00",Monroe Free Press,Independent,Louisiana,Monroe,https://www.monroefreepress.com/,Black-owned
"1,438.00",The Monroe Dispatch,Independent,Louisiana,Monroe,https://www.monroedispatchonline.com/,Black-owned
126.00,The Lens NOLA,Nonprofit,Louisiana,New Orleans,https://thelensnola.org,Alliance of Nonprofit News Outlets (ANNO) Member
130.02,Verite,Nonprofit,Louisiana,New Orleans,https://veritenews.org/,
343.20,NOLA.com,Other,Louisiana,New Orleans,https://www.nola.com/,
922.00,Data News Weekly,Independent,Louisiana,New Orleans,https://ladatanews.com/,Black-owned
"1,799.00",Jambalaya News,Independent,Louisiana,New Orleans,https://www.jambalayanews.com/,"Spanish / Latino,Honduran"
923.00,Louisiana Weekly,Independent,Louisiana,New Orleans,http://www.louisianaweekly.com/,Black-owned / Republishes other outlets
"1,511.00",New Orleans Tribune,Independent,Louisiana,New Orleans,https://theneworleanstribune.com/,Black-owned
343.10,Advocate (Shreveport-Bossier),Other,Louisiana,Shreveport-Bossier,https://www.shreveportbossieradvocate.com/,
363.00,Maine Beacon,Nonprofit,Maine,-,https://mainebeacon.com/,
"2,275.18",Maine Morning Star,Nonprofit,Maine,-,https://mainemorningstar.com/,
716.00,The Maine Monitor,Nonprofit,Maine,-,https://www.themainemonitor.org/,
"2,189.14",Public News Service - Maine,Other,Maine,-,https://www.publicnewsservice.org/state-maine/ME,Public News Service
57.03,The Piscataquis Observer,Independent,Maine,- (Rural),https://observer-me.com/,
